death,2017
水污染,3886.420648
室内空气污染,271089.3473
非排他性母乳喂养,2674.242019
儿童发育不良,1636.863121
低出生体重,39334.54966
二手烟,386641.4086
饮酒,670297.3078
药物死亡,129306.3197
不安全性行为,73366.89943
高血糖,891047.2355
肥胖,823869.2608
高血压,2542365.122
吸烟,2197652.614
缺铁,325.3290396
缺锌,147.4666519
缺维他命,1690.183543
低骨密度,68054.92344
室内室外空气污染,1242986.55
室外空气污染,1029847.77
