死亡原因,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
吸烟,15.28,15.72,16.16,16.62,17.05,17.56,18.03,18.51,19.07,19.56,19.97,20.38,20.74,21.09,21.08,20.93,20.85,20.79,20.43,20.53,20.52,20.52,20.51,20.46,20.58,20.83,20.97,21.03
